Sens-1;Sens-2;Sens-3;Sens-4;Sens-5;Sens-6;Sens-7;Sens-8;Sens-9;Sens-10;Label
19.59;29.59;79.59;126.34;105.86;2.79;223.79;37.80;62.70;94.49;1
17.19;27.19;77.19;116.74;81.85;1.59;187.78;36.69;61.03;91.72;1
18.82;28.82;78.82;123.29;98.23;2.41;212.34;37.26;61.89;93.15;1
16.48;26.48;76.48;113.90;74.76;1.24;177.14;48.58;78.87;121.45;0
17.02;27.02;77.02;116.08;80.20;1.51;185.30;33.15;55.72;82.87;1
18.39;28.39;78.39;121.55;93.87;2.19;205.80;49.98;80.97;124.95;1
18.88;28.88;78.88;123.50;98.76;2.44;213.13;35.29;58.93;88.22;1
16.24;26.24;76.24;112.95;72.39;1.12;173.58;51.87;83.80;129.67;1
16.16;26.16;76.16;112.65;71.62;1.08;172.43;47.69;77.54;119.23;1
16.69;26.69;76.69;114.76;76.89;1.34;180.34;52.82;85.22;132.04;1
20.90;30.90;80.90;131.60;119.01;3.45;243.51;34.16;57.24;85.40;1
19.09;29.09;79.09;124.34;100.85;2.54;216.28;47.43;77.15;118.58;1
18.09;28.09;78.09;120.37;90.93;2.05;201.39;44.09;72.13;110.22;1
17.38;27.38;77.38;117.54;83.84;1.69;190.76;51.42;83.13;128.55;1
18.34;28.34;78.34;121.34;93.35;2.17;205.03;50.43;81.64;126.07;1
19.07;29.07;79.07;124.28;100.71;2.54;216.06;41.02;67.53;102.54;1
18.75;28.75;78.75;123.00;97.51;2.38;211.26;32.62;54.93;81.56;1
16.88;26.88;76.88;115.51;78.77;1.44;183.15;48.68;79.02;121.70;1
18.19;28.19;78.19;120.77;91.93;2.10;202.89;47.01;76.51;117.52;1
18.52;28.52;78.52;122.09;95.21;2.26;207.82;55.91;89.86;139.77;1
17.79;27.79;77.79;119.17;87.94;1.90;196.90;44.06;72.09;110.14;1
16.72;26.72;76.72;114.89;77.23;1.36;180.85;36.19;60.28;90.47;1
18.61;28.61;78.61;122.43;96.08;2.30;209.12;45.76;74.64;114.41;1
18.61;28.61;78.61;122.44;96.10;2.31;209.15;67.65;107.48;169.13;1
19.02;29.02;79.02;124.10;100.25;2.51;215.37;44.41;72.61;111.02;1
17.53;27.53;77.53;118.12;85.30;1.76;192.95;50.86;82.29;127.15;1
17.65;27.65;77.65;118.61;86.52;1.83;194.78;45.05;73.58;112.63;1
18.08;28.08;78.08;120.32;90.79;2.04;201.18;45.18;73.77;112.96;1
18.19;28.19;78.19;120.75;91.87;2.09;202.81;35.30;58.95;88.25;1
19.73;29.73;79.73;126.92;107.29;2.86;225.94;31.26;52.89;78.14;1
17.55;27.55;77.55;118.19;85.47;1.77;193.21;43.55;71.32;108.87;0
21.05;31.05;81.05;132.22;120.54;3.53;245.81;49.79;80.69;124.48;1
17.00;27.00;77.00;115.99;79.98;1.50;184.97;44.40;72.60;111.01;1
16.85;26.85;76.85;115.39;78.47;1.42;182.70;31.79;53.69;79.49;1
17.85;27.85;77.85;119.41;88.52;1.93;197.78;44.40;72.59;110.99;1
18.52;28.52;78.52;122.08;95.20;2.26;207.81;52.77;85.16;131.93;1
17.29;27.29;77.29;117.15;82.88;1.64;189.31;39.29;64.94;98.23;1
17.69;27.69;77.69;118.78;86.94;1.85;195.41;42.91;70.37;107.28;1
16.66;26.66;76.66;114.64;76.59;1.33;179.89;57.97;92.96;144.93;1
18.87;28.87;78.87;123.47;98.68;2.43;213.02;34.31;57.46;85.77;1
19.04;29.04;79.04;124.17;100.43;2.52;215.64;51.75;83.62;129.37;1
17.78;27.78;77.78;119.11;87.77;1.89;196.65;51.98;83.96;129.94;0
17.51;27.51;77.51;118.03;85.07;1.75;192.60;47.76;77.65;119.41;1
17.75;27.75;77.75;118.99;87.47;1.87;196.20;58.93;94.39;147.32;1
18.50;28.50;78.50;121.99;94.99;2.25;207.48;64.89;103.33;162.22;1
19.21;29.21;79.21;124.82;102.05;2.60;218.08;50.48;81.73;126.21;1
17.67;27.67;77.67;118.70;86.74;1.84;195.11;46.85;76.28;117.13;1
17.68;27.68;77.68;118.72;86.80;1.84;195.20;39.95;65.93;99.88;1
17.90;27.90;77.90;119.58;88.95;1.95;198.43;42.34;69.51;105.85;1
15.77;25.77;75.77;111.10;67.74;0.89;166.61;21.32;37.98;53.29;1
17.15;27.15;77.15;116.61;81.53;1.58;187.29;37.85;62.78;94.64;1
18.81;28.81;78.81;123.25;98.11;2.41;212.17;58.39;93.59;145.99;1
19.86;29.86;79.86;127.45;108.62;2.93;227.93;33.25;55.87;83.11;1
19.07;29.07;79.07;124.26;100.66;2.53;215.99;43.90;71.85;109.74;1
18.17;28.17;78.17;120.67;91.69;2.08;202.53;54.41;87.61;136.02;0
19.34;29.34;79.34;125.38;103.45;2.67;220.17;41.82;68.73;104.55;1
17.03;27.03;77.03;116.10;80.26;1.51;185.39;44.25;72.38;110.64;1
19.40;29.40;79.40;125.62;104.05;2.70;221.07;48.04;78.06;120.10;1
17.94;27.94;77.94;119.77;89.44;1.97;199.16;34.46;57.69;86.16;1
18.55;28.55;78.55;122.19;95.48;2.27;208.22;47.95;77.93;119.88;1
18.51;28.51;78.51;122.04;95.09;2.25;207.63;48.89;79.33;122.22;1
16.20;26.20;76.20;112.81;72.02;1.10;173.03;59.68;95.51;149.19;1
18.26;28.26;78.26;121.04;92.59;2.13;203.89;48.68;79.02;121.71;1
16.97;26.97;76.97;115.86;79.66;1.48;184.49;50.63;81.94;126.57;1
17.19;27.19;77.19;116.75;81.88;1.59;187.81;52.19;84.28;130.47;1
16.71;26.71;76.71;114.85;77.12;1.36;180.68;48.54;78.82;121.36;1
17.23;27.23;77.23;116.93;82.33;1.62;188.50;67.01;106.51;167.52;1
15.76;25.76;75.76;111.02;67.55;0.88;166.33;35.62;59.43;89.05;1
16.20;26.20;76.20;112.79;71.97;1.10;172.96;37.94;62.90;94.84;1
18.41;28.41;78.41;121.66;94.15;2.21;206.22;41.02;67.54;102.56;1
18.13;28.13;78.13;120.53;91.33;2.07;202.00;45.38;74.07;113.46;1
18.04;28.04;78.04;120.14;90.36;2.02;200.54;44.88;73.32;112.20;0
17.73;27.73;77.73;118.92;87.31;1.87;195.96;59.16;94.73;147.89;1
19.50;29.50;79.50;125.99;104.98;2.75;222.46;44.59;72.89;111.49;1
19.17;29.17;79.17;124.68;101.70;2.58;217.55;35.31;58.96;88.27;1
18.17;28.17;78.17;120.67;91.67;2.08;202.50;44.76;73.14;111.89;1
18.79;28.79;78.79;123.16;97.90;2.40;211.86;55.11;88.67;137.78;1
17.21;27.21;77.21;116.84;82.09;1.60;188.14;50.19;81.29;125.48;1
17.69;27.69;77.69;118.77;86.92;1.85;195.38;43.65;71.47;109.11;1
19.24;29.24;79.24;124.97;102.41;2.62;218.62;34.18;57.27;85.46;1
18.65;28.65;78.65;122.60;96.49;2.32;209.73;48.51;78.76;121.27;1
17.44;27.44;77.44;117.76;84.41;1.72;191.62;53.78;86.67;134.45;0
16.55;26.55;76.55;114.21;75.53;1.28;178.29;45.37;74.06;113.43;1
18.95;28.95;78.95;123.79;99.48;2.47;214.22;55.06;88.58;137.64;1
18.18;28.18;78.18;120.70;91.76;2.09;202.64;37.45;62.18;93.63;1
18.86;28.86;78.86;123.46;98.64;2.43;212.96;41.15;67.73;102.88;1
18.80;28.80;78.80;123.19;97.99;2.40;211.98;38.15;63.22;95.37;1
16.42;26.42;76.42;113.66;74.16;1.21;176.24;53.87;86.81;134.68;1
17.34;27.34;77.34;117.37;83.42;1.67;190.13;49.75;80.62;124.37;0
17.18;27.18;77.18;116.71;81.76;1.59;187.64;33.24;55.86;83.09;1
18.08;28.08;78.08;120.33;90.81;2.04;201.22;40.03;66.04;100.07;1
16.59;26.59;76.59;114.34;75.85;1.29;178.78;43.65;71.47;109.12;0
17.09;27.09;77.09;116.35;80.88;1.54;186.32;47.89;77.83;119.72;1
17.06;27.06;77.06;116.25;80.63;1.53;185.95;49.02;79.54;122.56;1
17.24;27.24;77.24;116.96;82.40;1.62;188.61;46.52;75.78;116.31;1
18.50;28.50;78.50;122.01;95.03;2.25;207.55;39.89;65.84;99.73;1
18.90;28.90;78.90;123.60;99.00;2.45;213.50;41.53;68.29;103.81;1
17.21;27.21;77.21;116.85;82.11;1.61;188.17;52.21;84.32;130.54;0
16.89;26.89;76.89;115.55;78.87;1.44;183.31;49.27;79.90;123.17;1
17.37;27.37;77.37;117.47;83.66;1.68;190.50;43.73;71.59;109.32;1
16.15;26.15;76.15;112.60;71.49;1.07;172.24;42.41;69.61;106.02;1
17.52;27.52;77.52;118.09;85.22;1.76;192.83;38.94;64.41;97.34;1
20.08;30.08;80.08;128.31;110.77;3.04;231.15;55.42;89.13;138.55;1
16.47;26.47;76.47;113.88;74.71;1.24;177.07;44.10;72.15;110.25;1
17.17;27.17;77.17;116.67;81.68;1.58;187.52;37.67;62.50;94.16;1
17.42;27.42;77.42;117.69;84.24;1.71;191.35;50.99;82.49;127.48;1
16.61;26.61;76.61;114.44;76.09;1.30;179.14;33.78;56.67;84.44;1
17.92;27.92;77.92;119.69;89.23;1.96;198.84;49.83;80.75;124.58;1
18.65;28.65;78.65;122.59;96.48;2.32;209.72;40.62;66.93;101.56;1
18.65;28.65;78.65;122.59;96.47;2.32;209.71;52.09;84.14;130.23;1
17.85;27.85;77.85;119.41;88.53;1.93;197.80;42.16;69.25;105.41;1
17.45;27.45;77.45;117.81;84.52;1.73;191.77;49.19;79.78;122.97;1
17.28;27.28;77.28;117.13;82.83;1.64;189.25;39.42;65.14;98.56;1
17.66;27.66;77.66;118.65;86.63;1.83;194.95;47.58;77.37;118.95;1
17.21;27.21;77.21;116.85;82.13;1.61;188.20;31.76;53.64;79.41;1
15.98;25.98;75.98;111.90;69.75;0.99;169.63;54.75;88.13;136.88;0
18.99;28.99;78.99;123.95;99.87;2.49;214.81;49.15;79.72;122.87;1
17.61;27.61;77.61;118.46;86.14;1.81;194.21;41.01;67.52;102.53;1
17.85;27.85;77.85;119.38;88.46;1.92;197.69;30.65;51.98;76.64;1
17.40;27.40;77.40;117.58;83.96;1.70;190.93;40.33;66.49;100.81;0
16.36;26.36;76.36;113.46;73.65;1.18;175.47;29.83;50.74;74.57;1
18.32;28.32;78.32;121.28;93.21;2.16;204.81;56.99;91.49;142.48;1
17.81;27.81;77.81;119.24;88.09;1.90;197.14;44.31;72.47;110.78;1
17.18;27.18;77.18;116.71;81.78;1.59;187.67;29.58;50.37;73.95;1
18.24;28.24;78.24;120.96;92.40;2.12;203.60;58.63;93.95;146.58;1
19.54;29.54;79.54;126.14;105.36;2.77;223.04;48.59;78.89;121.48;1
18.66;28.66;78.66;122.64;96.61;2.33;209.91;39.64;65.46;99.10;1
17.18;27.18;77.18;116.74;81.84;1.59;187.76;37.77;62.65;94.42;1
17.96;27.96;77.96;119.84;89.61;1.98;199.41;45.52;74.27;113.79;1
17.21;27.21;77.21;116.83;82.07;1.60;188.10;40.51;66.76;101.27;1
17.17;27.17;77.17;116.69;81.72;1.59;187.58;42.02;69.04;105.06;1
18.29;28.29;78.29;121.17;92.93;2.15;204.39;37.40;62.11;93.51;1
20.15;30.15;80.15;128.62;111.54;3.08;232.31;35.56;59.33;88.89;1
17.55;27.55;77.55;118.18;85.46;1.77;193.19;45.85;74.78;114.63;1
18.49;28.49;78.49;121.96;94.89;2.24;207.34;26.23;45.35;65.59;1
18.71;28.71;78.71;122.85;97.14;2.36;210.71;39.29;64.94;98.23;1
18.26;28.26;78.26;121.03;92.57;2.13;203.85;58.94;94.41;147.35;1
18.64;28.64;78.64;122.56;96.40;2.32;209.60;48.48;78.71;121.19;1
17.57;27.57;77.57;118.26;85.66;1.78;193.48;48.59;78.88;121.47;1
16.85;26.85;76.85;115.40;78.49;1.42;182.74;43.16;70.73;107.89;1
18.71;28.71;78.71;122.85;97.12;2.36;210.68;33.70;56.55;84.25;1
16.77;26.77;76.77;115.07;77.67;1.38;181.51;47.99;77.99;119.98;0
19.18;29.18;79.18;124.74;101.85;2.59;217.77;44.85;73.28;112.13;1
19.07;29.07;79.07;124.26;100.66;2.53;215.99;33.01;55.51;82.52;1
17.58;27.58;77.58;118.32;85.80;1.79;193.69;48.89;79.34;122.23;1
17.54;27.54;77.54;118.15;85.38;1.77;193.07;50.74;82.11;126.85;0
18.44;28.44;78.44;121.74;94.35;2.22;206.53;46.32;75.47;115.79;1
17.97;27.97;77.97;119.88;89.69;1.98;199.54;43.47;71.20;108.67;1
18.44;28.44;78.44;121.78;94.44;2.22;206.66;41.07;67.61;102.68;1
16.30;26.30;76.30;113.20;72.99;1.15;174.48;48.75;79.13;121.88;1
16.72;26.72;76.72;114.87;77.17;1.36;180.75;52.46;84.68;131.14;0
16.53;26.53;76.53;114.13;75.33;1.27;177.99;42.43;69.64;106.07;1
17.38;27.38;77.38;117.50;83.76;1.69;190.64;41.61;68.41;104.02;1
17.45;27.45;77.45;117.79;84.47;1.72;191.70;41.56;68.35;103.91;1
16.60;26.60;76.60;114.39;75.96;1.30;178.95;47.07;76.61;117.69;0
18.15;28.15;78.15;120.58;91.46;2.07;202.19;52.42;84.62;131.04;1
18.77;28.77;78.77;123.09;97.71;2.39;211.57;39.94;65.92;99.86;1
16.33;26.33;76.33;113.30;73.25;1.16;174.88;57.83;92.74;144.57;1
17.34;27.34;77.34;117.37;83.41;1.67;190.12;52.86;85.29;132.15;1
18.48;28.48;78.48;121.90;94.76;2.24;207.14;41.45;68.18;103.63;1
17.99;27.99;77.99;119.98;89.94;2.00;199.92;36.62;60.93;91.55;1
17.98;27.98;77.98;119.92;89.79;1.99;199.68;37.01;61.52;92.53;1
17.99;27.99;77.99;119.94;89.86;1.99;199.78;35.49;59.23;88.72;1
16.92;26.92;76.92;115.66;79.16;1.46;183.74;29.35;50.03;73.38;1
19.48;29.48;79.48;125.93;104.82;2.74;222.23;43.10;70.65;107.76;1
18.92;28.92;78.92;123.68;99.21;2.46;213.81;42.30;69.44;105.74;1
18.05;28.05;78.05;120.18;90.45;2.02;200.68;52.61;84.92;131.53;0
17.55;27.55;77.55;118.21;85.51;1.78;193.27;30.92;52.38;77.29;1
18.51;28.51;78.51;122.04;95.09;2.25;207.63;55.36;89.04;138.39;1
17.29;27.29;77.29;117.16;82.90;1.65;189.36;42.56;69.84;106.40;1
16.53;26.53;76.53;114.13;75.32;1.27;177.98;47.47;77.21;118.68;1
17.89;27.89;77.89;119.55;88.88;1.94;198.32;51.26;82.89;128.14;1
17.56;27.56;77.56;118.24;85.59;1.78;193.39;51.74;83.61;129.35;1
16.81;26.81;76.81;115.23;78.07;1.40;182.11;47.90;77.85;119.76;1
18.13;28.13;78.13;120.53;91.32;2.07;201.98;29.54;50.31;73.86;1
17.42;27.42;77.42;117.66;84.16;1.71;191.23;55.73;89.59;139.32;1
17.22;27.22;77.22;116.88;82.20;1.61;188.30;55.98;89.97;139.96;1
19.15;29.15;79.15;124.59;101.48;2.57;217.22;53.23;85.84;133.06;1
18.02;28.02;78.02;120.07;90.17;2.01;200.25;47.28;76.92;118.20;1
17.33;27.33;77.33;117.31;83.29;1.66;189.93;44.80;73.19;111.99;1
17.32;27.32;77.32;117.28;83.21;1.66;189.82;44.13;72.20;110.33;1
18.26;28.26;78.26;121.05;92.62;2.13;203.93;41.42;68.12;103.54;1
19.18;29.18;79.18;124.72;101.80;2.59;217.70;36.97;61.46;92.44;1
17.67;27.67;77.67;118.67;86.68;1.83;195.02;51.62;83.44;129.06;0
17.74;27.74;77.74;118.95;87.37;1.87;196.06;34.75;58.13;86.88;1
19.77;29.77;79.77;127.07;107.69;2.88;226.53;47.19;76.78;117.97;1
17.90;27.90;77.90;119.58;88.96;1.95;198.43;35.99;59.98;89.97;1
18.03;28.03;78.03;120.11;90.28;2.01;200.43;52.17;84.25;130.41;0
19.08;29.08;79.08;124.31;100.78;2.54;216.18;37.95;62.93;94.88;1
17.69;27.69;77.69;118.77;86.93;1.85;195.39;35.77;59.66;89.43;1
17.67;27.67;77.67;118.68;86.69;1.83;195.04;44.25;72.37;110.62;0
18.04;28.04;78.04;120.15;90.37;2.02;200.55;44.34;72.52;110.86;1
19.42;29.42;79.42;125.68;104.19;2.71;221.29;37.56;62.34;93.89;1
16.73;26.73;76.73;114.90;77.26;1.36;180.89;46.22;75.33;115.56;1
16.69;26.69;76.69;114.76;76.90;1.34;180.35;47.59;77.38;118.97;1
18.88;28.88;78.88;123.54;98.84;2.44;213.26;34.16;57.25;85.41;1
17.13;27.13;77.13;116.50;81.26;1.56;186.89;36.96;61.44;92.40;1
16.70;26.70;76.70;114.81;77.03;1.35;180.55;43.37;71.05;108.42;1
19.03;29.03;79.03;124.11;100.28;2.51;215.42;44.26;72.39;110.65;1
19.17;29.17;79.17;124.67;101.67;2.58;217.50;55.11;88.66;137.77;1
17.66;27.66;77.66;118.65;86.64;1.83;194.95;30.12;51.19;75.31;1
17.68;27.68;77.68;118.72;86.80;1.84;195.20;39.91;65.87;99.78;1
18.75;28.75;78.75;123.00;97.50;2.37;211.25;36.24;60.36;90.60;1
17.44;27.44;77.44;117.78;84.45;1.72;191.67;43.20;70.80;107.99;0
17.19;27.19;77.19;116.78;81.94;1.60;187.91;57.08;91.61;142.69;1
18.58;28.58;78.58;122.33;95.81;2.29;208.72;52.43;84.64;131.06;1
18.99;28.99;78.99;123.94;99.85;2.49;214.78;32.37;54.55;80.92;1
18.41;28.41;78.41;121.63;94.07;2.20;206.10;58.90;94.35;147.25;1
18.97;28.97;78.97;123.90;99.74;2.49;214.61;31.38;53.06;78.44;1
17.76;27.76;77.76;119.05;87.63;1.88;196.45;47.27;76.91;118.18;1
18.99;28.99;78.99;123.94;99.86;2.49;214.79;36.33;60.50;90.83;1
17.30;27.30;77.30;117.19;82.97;1.65;189.46;42.97;70.45;107.42;1
16.11;26.11;76.11;112.46;71.15;1.06;171.72;42.34;69.52;105.86;1
19.26;29.26;79.26;125.03;102.58;2.63;218.87;52.79;85.19;131.99;1
17.81;27.81;77.81;119.24;88.09;1.90;197.14;46.46;75.69;116.15;1
17.98;27.98;77.98;119.93;89.83;1.99;199.75;33.41;56.11;83.52;1
18.58;28.58;78.58;122.31;95.77;2.29;208.65;53.05;85.57;132.62;1
16.45;26.45;76.45;113.79;74.49;1.22;176.73;37.14;61.71;92.84;1
18.12;28.12;78.12;120.49;91.22;2.06;201.82;27.47;47.21;68.68;1
17.61;27.61;77.61;118.42;86.06;1.80;194.09;40.49;66.74;101.23;1
17.29;27.29;77.29;117.17;82.93;1.65;189.40;27.96;47.94;69.90;1
19.86;29.86;79.86;127.43;108.57;2.93;227.85;47.05;76.57;117.62;1
17.30;27.30;77.30;117.19;82.99;1.65;189.48;42.64;69.96;106.60;1
18.01;28.01;78.01;120.03;90.08;2.00;200.12;39.65;65.47;99.12;1
18.26;28.26;78.26;121.06;92.64;2.13;203.96;59.76;95.65;149.41;1
18.68;28.68;78.68;122.73;96.82;2.34;210.23;55.46;89.20;138.66;1
16.87;26.87;76.87;115.47;78.67;1.43;183.01;37.98;62.97;94.95;1
18.04;28.04;78.04;120.16;90.40;2.02;200.60;59.79;95.69;149.48;1
17.66;27.66;77.66;118.63;86.57;1.83;194.86;58.85;94.28;147.13;1
18.25;28.25;78.25;121.02;92.54;2.13;203.81;35.33;58.99;88.31;1
18.22;28.22;78.22;120.86;92.16;2.11;203.24;31.43;53.14;78.57;1
19.59;29.59;79.59;126.36;105.91;2.80;223.86;53.32;85.98;133.30;1
17.45;27.45;77.45;117.78;84.46;1.72;191.69;45.54;74.31;113.85;1
17.73;27.73;77.73;118.92;87.30;1.86;195.94;52.03;84.05;130.08;1
19.59;29.59;79.59;126.35;105.87;2.79;223.80;57.55;92.33;143.88;1
17.64;27.64;77.64;118.58;86.44;1.82;194.66;42.07;69.10;105.17;1
17.87;27.87;77.87;119.49;88.73;1.94;198.10;46.79;76.19;116.98;1
16.11;26.11;76.11;112.44;71.10;1.06;171.65;52.98;85.47;132.46;1
18.39;28.39;78.39;121.57;93.92;2.20;205.88;53.06;85.58;132.64;1
17.99;27.99;77.99;119.96;89.90;1.99;199.85;50.93;82.40;127.33;1
19.45;29.45;79.45;125.80;104.49;2.72;221.73;44.95;73.42;112.37;1
19.70;29.70;79.70;126.80;107.00;2.85;225.51;31.94;53.92;79.86;1
18.84;28.84;78.84;123.36;98.41;2.42;212.62;46.96;76.44;117.39;0
17.46;27.46;77.46;117.84;84.59;1.73;191.89;56.94;91.41;142.36;0
18.69;28.69;78.69;122.78;96.95;2.35;210.42;33.85;56.78;84.63;1
19.62;29.62;79.62;126.48;106.20;2.81;224.30;42.25;69.37;105.61;1
19.30;29.30;79.30;125.19;102.98;2.65;219.48;49.30;79.95;123.25;1
17.06;27.06;77.06;116.22;80.56;1.53;185.83;47.40;77.10;118.51;1
17.44;27.44;77.44;117.77;84.44;1.72;191.65;44.28;72.41;110.69;1
18.42;28.42;78.42;121.69;94.21;2.21;206.32;45.66;74.49;114.16;1
17.67;27.67;77.67;118.68;86.71;1.84;195.06;49.20;79.80;122.99;0
17.33;27.33;77.33;117.33;83.33;1.67;189.99;28.86;49.29;72.15;1
18.27;28.27;78.27;121.09;92.73;2.14;204.10;50.19;81.28;125.47;1
15.31;25.31;75.31;109.24;63.10;0.65;159.65;43.07;70.60;107.67;1
18.12;28.12;78.12;120.49;91.24;2.06;201.85;52.58;84.87;131.44;1
19.06;29.06;79.06;124.25;100.63;2.53;215.95;38.81;64.21;97.01;1
17.05;27.05;77.05;116.21;80.54;1.53;185.80;31.50;53.26;78.76;1
18.88;28.88;78.88;123.52;98.79;2.44;213.18;46.64;75.97;116.61;1
18.67;28.67;78.67;122.68;96.70;2.34;210.05;45.40;74.10;113.49;1
16.26;26.26;76.26;113.06;72.64;1.13;173.96;45.66;74.48;114.14;1
17.58;27.58;77.58;118.32;85.81;1.79;193.71;37.08;61.62;92.70;1
19.50;29.50;79.50;126.02;105.04;2.75;222.56;43.45;71.17;108.62;1
17.04;27.04;77.04;116.17;80.41;1.52;185.62;46.21;75.31;115.52;1
17.90;27.90;77.90;119.58;88.95;1.95;198.43;51.92;83.87;129.79;1
19.33;29.33;79.33;125.30;103.26;2.66;219.89;31.37;53.05;78.42;1
17.16;27.16;77.16;116.64;81.61;1.58;187.41;48.20;78.29;120.49;1
16.82;26.82;76.82;115.27;78.19;1.41;182.28;40.01;66.01;100.02;1
17.51;27.51;77.51;118.03;85.08;1.75;192.62;32.61;54.91;81.51;1
17.68;27.68;77.68;118.73;86.82;1.84;195.22;52.93;85.40;132.33;1
17.52;27.52;77.52;118.06;85.15;1.76;192.73;32.04;54.06;80.09;1
17.86;27.86;77.86;119.43;88.58;1.93;197.87;47.68;77.52;119.21;1
18.54;28.54;78.54;122.15;95.37;2.27;208.05;57.26;91.89;143.15;1
15.69;25.69;75.69;110.78;66.94;0.85;165.41;34.93;58.40;87.33;1
17.21;27.21;77.21;116.84;82.11;1.61;188.17;36.36;60.54;90.89;1
18.16;28.16;78.16;120.62;91.55;2.08;202.33;34.51;57.76;86.27;1
16.98;26.98;76.98;115.91;79.77;1.49;184.66;36.90;61.35;92.26;1
17.88;27.88;77.88;119.51;88.77;1.94;198.16;40.96;67.43;102.39;1
19.56;29.56;79.56;126.23;105.56;2.78;223.34;53.97;86.96;134.93;1
15.97;25.97;75.97;111.88;69.69;0.98;169.53;37.16;61.74;92.90;1
18.11;28.11;78.11;120.44;91.11;2.06;201.66;54.49;87.74;136.23;1
19.63;29.63;79.63;126.52;106.30;2.82;224.45;37.91;62.86;94.77;1
18.01;28.01;78.01;120.03;90.06;2.00;200.10;45.05;73.57;112.62;1
20.01;30.01;80.01;128.05;110.13;3.01;230.20;41.27;67.90;103.17;1
17.54;27.54;77.54;118.15;85.37;1.77;193.06;32.28;54.42;80.70;1
19.48;29.48;79.48;125.92;104.80;2.74;222.20;41.16;67.73;102.89;1
18.96;28.96;78.96;123.83;99.58;2.48;214.37;38.09;63.13;95.22;1
18.01;28.01;78.01;120.05;90.14;2.01;200.20;31.00;52.50;77.50;1
17.11;27.11;77.11;116.44;81.10;1.55;186.65;53.12;85.69;132.81;0
16.19;26.19;76.19;112.76;71.91;1.10;172.86;40.43;66.64;101.06;1
17.47;27.47;77.47;117.86;84.66;1.73;191.99;41.48;68.22;103.70;1
16.92;26.92;76.92;115.67;79.19;1.46;183.78;19.93;35.90;49.83;1
16.62;26.62;76.62;114.46;76.16;1.31;179.24;39.43;65.14;98.57;0
17.38;27.38;77.38;117.54;83.84;1.69;190.77;30.69;52.03;76.72;1
19.07;29.07;79.07;124.28;100.70;2.54;216.05;36.37;60.55;90.92;1
18.17;28.17;78.17;120.69;91.72;2.09;202.58;40.06;66.09;100.14;1
18.71;28.71;78.71;122.83;97.09;2.35;210.63;46.29;75.44;115.73;1
17.88;27.88;77.88;119.51;88.78;1.94;198.16;39.71;65.56;99.27;1
17.63;27.63;77.63;118.53;86.33;1.82;194.49;48.02;78.03;120.06;0
19.11;29.11;79.11;124.43;101.08;2.55;216.62;29.39;50.08;73.47;1
18.49;28.49;78.49;121.95;94.88;2.24;207.33;40.04;66.06;100.10;1
18.24;28.24;78.24;120.97;92.41;2.12;203.62;41.90;68.84;104.74;0
20.80;30.80;80.80;131.18;117.95;3.40;241.93;42.77;70.16;106.93;1
17.12;27.12;77.12;116.46;81.16;1.56;186.74;49.91;80.87;124.79;1
18.25;28.25;78.25;121.01;92.52;2.13;203.78;51.20;82.81;128.01;0
17.72;27.72;77.72;118.86;87.15;1.86;195.73;50.97;82.46;127.43;1
18.09;28.09;78.09;120.35;90.88;2.04;201.32;37.24;61.85;93.09;1
17.54;27.54;77.54;118.17;85.42;1.77;193.14;35.81;59.72;89.53;1
17.92;27.92;77.92;119.66;89.15;1.96;198.73;48.87;79.31;122.18;1
17.79;27.79;77.79;119.17;87.93;1.90;196.90;49.14;79.71;122.86;1
17.20;27.20;77.20;116.80;82.01;1.60;188.01;51.80;83.70;129.50;1
15.82;25.82;75.82;111.27;68.17;0.91;167.26;46.71;76.06;116.77;1
16.97;26.97;76.97;115.88;79.70;1.48;184.55;32.76;55.13;81.89;1
17.52;27.52;77.52;118.09;85.23;1.76;192.85;43.03;70.55;107.58;1
19.84;29.84;79.84;127.37;108.43;2.92;227.65;66.42;105.63;166.06;1
17.88;27.88;77.88;119.53;88.81;1.94;198.22;43.28;70.91;108.19;1
18.14;28.14;78.14;120.56;91.40;2.07;202.09;63.53;101.29;158.82;0
17.89;27.89;77.89;119.58;88.95;1.95;198.42;42.15;69.22;105.36;1
19.67;29.67;79.67;126.70;106.74;2.84;225.12;39.71;65.57;99.28;1
19.05;29.05;79.05;124.21;100.53;2.53;215.79;40.00;66.00;100.00;1
18.04;28.04;78.04;120.15;90.37;2.02;200.55;44.10;72.16;110.26;1
17.71;27.71;77.71;118.82;87.06;1.85;195.59;55.70;89.56;139.26;0
19.22;29.22;79.22;124.89;102.23;2.61;218.35;59.24;94.86;148.09;1
18.05;28.05;78.05;120.18;90.45;2.02;200.68;40.94;67.42;102.36;1
17.30;27.30;77.30;117.22;83.05;1.65;189.57;52.06;84.09;130.15;1
18.27;28.27;78.27;121.07;92.67;2.13;204.01;43.92;71.88;109.80;1
17.44;27.44;77.44;117.77;84.43;1.72;191.64;45.81;74.71;114.52;1
17.43;27.43;77.43;117.73;84.32;1.72;191.47;40.74;67.11;101.85;1
18.25;28.25;78.25;120.99;92.48;2.12;203.71;55.18;88.78;137.96;1
19.49;29.49;79.49;125.96;104.91;2.75;222.36;41.67;68.51;104.18;1
16.59;26.59;76.59;114.35;75.88;1.29;178.82;50.47;81.70;126.17;1
18.79;28.79;78.79;123.15;97.88;2.39;211.81;43.34;71.01;108.36;1
